"Tarih,Saat,Enlem(N),Boylam(E),Derinlik(km),MD,ML,Mw,Yer"
"2023.12.06,13:38:17,40.3725,28.9045,9.0,-.-,1.4,-.-,MUDANYA(BURSA)"
"2023.12.06,13:37:47,36.5040,35.9710,23.1,-.-,1.6,-.-,ASAGIKEPIRCE-ISKENDERUN(HATAY)"
"2023.12.06,13:33:16,38.4247,37.2300,8.8,-.-,1.8,-.-,SARIYATAK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.06,13:25:10,40.4372,28.8045,11.5,-.-,1.4,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.06,13:24:52,38.1735,37.5038,9.3,-.-,1.7,-.-,GUCUK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.06,13:07:27,35.2822,33.5897,4.6,-.-,1.4,-.-,KIBRIS-DEGIRMENLIK,Ýlksel"
"2023.12.06,13:01:44,40.4090,28.8272,10.7,-.-,3.3,3.1,KUMYAKA-MUDANYA(BURSA)"
"2023.12.06,12:48:02,39.6613,29.4537,0.0,-.-,2.0,-.-,TUNCBILEK-TAVSANLI(KUTAHYA)"
"2023.12.06,12:44:28,39.5593,29.3388,0.0,-.-,1.7,-.-,SAPCIDEDE-TAVSANLI(KUTAHYA)"
"2023.12.06,12:27:16,38.6395,37.2870,9.3,-.-,2.2,-.-,YELKEN-GURUN(SIVAS)"
"2023.12.06,12:16:20,38.1713,37.1535,16.2,-.-,1.4,-.-,KARAELBISTAN-ELBISTAN(KAHRAMANMARAS)"
"2023.12.06,12:11:32,35.1117,24.0472,5.0,-.-,2.2,-.-,GIRIT,ADASI(AKDENIZ)"
"2023.12.06,12:06:05,38.1340,38.4470,19.2,-.-,1.9,-.-,AKSU-SINCIK(ADIYAMAN)"
"2023.12.06,12:03:56,37.1360,37.1615,0.0,-.-,1.4,-.-,BESKUYU-SAHINBEY(GAZIANTEP)"
"2023.12.06,11:53:20,37.7782,36.3132,5.3,-.-,2.0,-.-,CIGSAR-ANDIRIN(KAHRAMANMARAS)"
"2023.12.06,11:48:05,40.8320,34.6628,11.3,-.-,1.8,-.-,DERINOZ-OGUZLAR(CORUM)"
"2023.12.06,11:18:01,38.2560,38.1307,0.0,-.-,1.8,-.-,GORGU-YESILYURT(MALATYA)"
"2023.12.06,11:11:49,37.8657,37.8663,6.9,-.-,1.8,-.-,CANKARA-GOLBASI(ADIYAMAN)"
"2023.12.06,11:07:34,35.4997,26.2610,10.3,-.-,2.5,-.-,GIRIT,ADASI(AKDENIZ)"
"2023.12.06,11:02:15,40.1247,34.5075,2.1,-.-,1.9,-.-,KAMISLI-SUNGURLU(CORUM)"
"2023.12.06,10:16:55,38.3867,37.2543,6.8,-.-,2.4,-.-,GOKCEK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.06,10:14:10,38.7827,37.4773,5.0,-.-,1.1,-.-,BAGLICAY-GURUN(SIVAS)"
"2023.12.06,10:13:06,38.4855,31.8350,5.3,-.-,1.1,-.-,GOLYAKA-ILGIN(KONYA)"
"2023.12.06,10:08:10,37.9735,37.2850,11.8,-.-,1.5,-.-,BARIS-NURHAK(KAHRAMANMARAS)"
"2023.12.06,09:54:14,40.3318,28.9802,5.0,-.-,1.4,-.-,GOYNUKLU-MUDANYA(BURSA)"
"2023.12.06,09:44:09,40.4153,28.8522,8.8,-.-,1.8,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.06,09:41:44,38.3770,37.2620,5.0,-.-,3.1,-.-,GOKCEK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.06,09:35:42,37.4703,36.9988,16.0,-.-,1.7,-.-,TEVEKKELLI-(KAHRAMANMARAS)"
"2023.12.06,09:30:54,38.3660,37.2418,2.8,-.-,2.4,-.-,EVCIHUYUK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.06,09:21:20,38.0342,37.3885,8.5,-.-,1.5,-.-,BARIS-NURHAK(KAHRAMANMARAS)"
"2023.12.06,09:19:02,38.0947,37.2043,7.8,-.-,1.9,-.-,AKPINAR-EKINOZU(KAHRAMANMARAS)"
"2023.12.06,09:03:08,37.1527,36.9538,5.4,-.-,1.6,-.-,IKIZKUYU-NURDAGI(GAZIANTEP)"
"2023.12.06,08:59:09,36.7375,33.7967,20.4,-.-,1.7,-.-,KAVAKKOY-SILIFKE(MERSIN)"
"2023.12.06,08:58:35,38.1235,38.4922,5.4,-.-,2.6,-.-,AKSU-SINCIK(ADIYAMAN)"
"2023.12.06,08:56:11,38.3748,37.2492,6.5,-.-,1.6,-.-,GOKCEK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.06,08:47:17,37.9437,35.9243,24.1,-.-,1.3,-.-,GUZPINARI-FEKE(ADANA)"
"2023.12.06,08:45:31,40.4753,30.2408,5.4,-.-,2.6,-.-,SAFIBEY-GEYVE(SAKARYA)"
"2023.12.06,08:43:43,39.9225,34.9767,5.1,-.-,2.0,-.-,SARIMBEY-(YOZGAT)"
"2023.12.06,08:25:55,38.6123,37.1708,16.2,-.-,1.9,-.-,KAVAKKOY-GURUN(SIVAS)"
"2023.12.06,08:23:32,38.3665,37.2793,5.0,-.-,2.6,-.-,GOKCEK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.06,08:11:00,38.3737,37.2868,5.0,-.-,3.2,3.2,GOKCEK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.06,07:28:54,40.8265,34.6540,5.3,-.-,3.3,3.2,DERINOZ-OGUZLAR(CORUM)"
"2023.12.06,06:55:58,39.9978,42.6002,5.0,-.-,2.4,-.-,KOZAN-SARIKAMIS(KARS)"
"2023.12.06,06:47:11,40.3798,28.9502,6.0,-.-,1.2,-.-,ALTINTAS-MUDANYA(BURSA)"
"2023.12.06,06:38:15,37.8847,26.8635,8.5,-.-,1.9,-.-,KUSADASI,KORFEZI(EGE,DENIZI)"
"2023.12.06,06:24:03,37.4217,36.8215,12.5,-.-,1.7,-.-,YENIPINAR-TURKOGLU(KAHRAMANMARAS)"
"2023.12.06,06:22:16,37.0502,28.9672,8.7,-.-,1.5,-.-,OTMANLAR-KOYCEGIZ(MUGLA)"
"2023.12.06,06:06:49,38.0965,37.9445,8.1,-.-,1.7,-.-,COMLEKOBA-DOGANSEHIR(MALATYA)"
"2023.12.06,06:03:13,38.1392,36.5997,5.4,-.-,1.6,-.-,YENIYAPAN-GOKSUN(KAHRAMANMARAS)"
"2023.12.06,06:01:56,37.5295,37.2607,1.4,-.-,2.2,-.-,CICEKALANI-PAZARCIK(KAHRAMANMARAS)"
"2023.12.06,05:29:23,40.4162,28.8457,10.4,-.-,1.5,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.06,05:17:19,38.1327,37.3345,11.1,-.-,1.8,-.-,AKBAYIR-ELBISTAN(KAHRAMANMARAS)"
"2023.12.06,04:44:10,40.4787,28.8285,5.0,-.-,1.3,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.06,04:12:14,37.8345,27.0188,9.5,-.-,1.7,-.-,KUSADASI,KORFEZI(EGE,DENIZI)"
"2023.12.06,03:59:59,37.1658,36.6658,5.2,-.-,2.7,-.-,KIZLAC-BAHCE(OSMANIYE)"
"2023.12.06,03:58:39,37.1625,36.6890,5.0,-.-,2.6,-.-,GOKCEDERE-NURDAGI(GAZIANTEP)"
"2023.12.06,03:30:07,40.4493,28.8588,8.9,-.-,1.3,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.06,02:59:40,40.4087,28.8380,11.0,-.-,1.8,-.-,KUMYAKA-MUDANYA(BURSA)"
"2023.12.06,02:39:32,37.9243,37.8770,5.5,-.-,1.5,-.-,KARANLIKDERE-DOGANSEHIR(MALATYA)"
"2023.12.06,02:33:19,35.6515,26.3883,29.3,-.-,3.4,3.3,AKDENIZ,Ýlksel"
"2023.12.06,02:24:04,38.9517,43.6472,6.6,-.-,1.7,-.-,KARAHAN-MURADIYE(VAN)"
"2023.12.06,02:18:06,40.4377,28.8675,6.6,-.-,2.0,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.06,02:04:04,37.6555,37.4627,4.9,-.-,1.9,-.-,KUCUKOREN-GOLBASI(ADIYAMAN)"
"2023.12.06,01:28:13,37.4068,38.7395,6.9,-.-,1.8,-.-,ILHAN-(SANLIURFA)"
"2023.12.06,01:23:23,40.7325,42.5780,16.9,-.-,1.6,-.-,DEGIRMENLIDERE-SENKAYA(ERZURUM)"
"2023.12.06,01:18:33,40.4187,28.8563,12.4,-.-,2.4,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.06,00:33:08,40.4258,28.8803,8.9,-.-,1.4,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.06,00:24:59,38.8215,37.4953,5.0,-.-,3.1,3.2,BAGLICAY-GURUN(SIVAS)"
"2023.12.06,00:22:13,40.4755,33.6507,7.7,-.-,1.4,-.-,ASAGIPELITOZU-(CANKIRI)"
"2023.12.05,23:57:45,38.1268,38.7133,5.4,-.-,2.0,-.-,TEPEHAN-PUTURGE(MALATYA)"
"2023.12.05,23:56:19,38.1678,38.5855,6.4,-.-,1.5,-.-,ULUKOY-(MALATYA)"
"2023.12.05,23:55:15,35.5072,26.3010,9.7,-.-,2.1,-.-,GIRIT,ADASI(AKDENIZ)"
"2023.12.05,23:48:49,38.1497,38.5140,5.4,-.-,2.0,-.-,AKSU-SINCIK(ADIYAMAN)"
"2023.12.05,23:40:50,36.3937,28.0138,30.3,-.-,3.2,3.0,AKDENIZ,Ýlksel"
"2023.12.05,23:34:39,38.1708,39.0565,12.3,-.-,1.8,-.-,YAMACKOY-PUTURGE(MALATYA)"
"2023.12.05,23:30:35,37.9068,36.3307,15.6,-.-,1.4,-.-,HACIKODAL-GOKSUN(KAHRAMANMARAS)"
"2023.12.05,23:28:07,37.8737,36.3190,7.8,-.-,2.0,-.-,PAYAMBURNU-GOKSUN(KAHRAMANMARAS)"
"2023.12.05,23:23:24,38.7232,39.9535,11.7,-.-,2.5,-.-,SENOVA-KOVANCILAR(ELAZIG)"
"2023.12.05,23:08:32,40.3725,28.8785,12.2,-.-,1.2,-.-,MUDANYA(BURSA)"
"2023.12.05,23:02:21,40.4227,28.8353,8.3,-.-,1.9,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,22:58:13,38.3340,37.2858,3.8,-.-,1.7,-.-,BUYUKYAPALAK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.05,22:53:05,41.4318,43.9230,4.9,-.-,3.3,3.3,GURCISTAN,Ýlksel"
"2023.12.05,22:49:52,38.3792,37.2867,5.0,-.-,1.8,-.-,GOKCEK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.05,22:41:01,38.3475,37.3062,33.2,-.-,1.3,-.-,INCECIK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.05,22:19:30,37.8712,26.9283,6.0,-.-,2.4,-.-,KUSADASI,KORFEZI(EGE,DENIZI)"
"2023.12.05,22:06:23,37.4663,30.9728,6.2,-.-,1.5,-.-,SUTCULER(ISPARTA)"
"2023.12.05,22:01:00,37.0470,35.1030,36.3,-.-,2.6,-.-,AVADAN-TARSUS(MERSIN)"
"2023.12.05,21:55:31,40.8085,34.7103,7.0,-.-,2.4,-.-,KUYUCAK-DODURGA(CORUM)"
"2023.12.05,21:48:34,40.4448,28.8523,6.9,-.-,1.4,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,21:39:11,37.0375,28.2703,13.5,-.-,1.4,-.-,GOKOVA,KORFEZI(AKDENIZ)"
"2023.12.05,21:30:25,38.8313,37.4182,4.9,-.-,1.5,-.-,KULAHLI-GURUN(SIVAS)"
"2023.12.05,21:27:19,38.3250,38.2095,8.1,-.-,2.1,-.-,YAKINCA-YESILYURT(MALATYA)"
"2023.12.05,21:13:16,38.9092,27.8765,4.4,-.-,1.8,-.-,YENIDOGAN-AKHISAR(MANISA)"
"2023.12.05,21:06:53,36.2992,36.3232,4.3,-.-,1.6,-.-,SACAKLI-(HATAY)"
"2023.12.05,21:05:06,38.4207,37.5432,3.0,-.-,1.3,-.-,SUGUL-DARENDE(MALATYA)"
"2023.12.05,21:04:56,38.8973,27.8783,7.0,-.-,3.0,3.1,YENIDOGAN-AKHISAR(MANISA)"
"2023.12.05,20:50:50,40.8075,30.9230,6.9,-.-,2.0,-.-,DEREKOY-GUMUSOVA(DUZCE)"
"2023.12.05,20:36:22,38.0982,37.1648,4.9,-.-,1.9,-.-,GUPLUCE-ELBISTAN(KAHRAMANMARAS)"
"2023.12.05,20:32:46,40.4337,28.8472,10.1,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,20:28:29,40.4102,28.8562,9.7,-.-,3.1,3.0,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,20:18:25,38.3468,37.6065,11.2,-.-,1.6,-.-,DARICA-AKCADAG(MALATYA)"
"2023.12.05,18:48:10,38.4297,37.5927,5.4,-.-,2.1,-.-,ASAGIULUPINAR-DARENDE(MALATYA)"
"2023.12.05,18:19:17,38.1458,38.5712,5.4,-.-,2.2,-.-,ARIKONAK-SINCIK(ADIYAMAN)"
"2023.12.05,18:07:06,36.1503,33.5907,0.0,-.-,1.4,-.-,BUYUKECELI-GULNAR(MERSIN)"
"2023.12.05,17:22:37,37.4475,37.3027,10.7,-.-,1.3,-.-,MEMISKAHYA-PAZARCIK(KAHRAMANMARAS)"
"2023.12.05,17:21:17,40.4237,28.8405,15.0,-.-,2.1,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,17:10:55,40.7807,30.8942,6.3,-.-,3.2,3.2,MUHAPDEDE-GOLYAKA(DUZCE)"
"2023.12.05,17:00:14,38.3737,37.2398,8.8,-.-,2.2,-.-,GOKCEK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.05,16:41:42,40.0607,35.5973,6.2,-.-,1.5,-.-,GONULYURDU-CEKEREK(YOZGAT)"
"2023.12.05,16:26:26,40.4138,28.8490,12.6,-.-,2.0,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,16:12:00,38.4628,36.9702,2.0,-.-,1.7,-.-,TATLAR-AFSIN(KAHRAMANMARAS)"
"2023.12.05,15:59:17,38.5177,37.5100,5.6,-.-,1.3,-.-,GUDUL-DARENDE(MALATYA)"
"2023.12.05,15:36:47,38.6465,37.3835,1.5,-.-,1.1,-.-,TEPECIK-GURUN(SIVAS)"
"2023.12.05,15:34:30,38.1020,37.4030,8.9,-.-,1.7,-.-,BAKIS-ELBISTAN(KAHRAMANMARAS)"
"2023.12.05,15:22:18,38.1990,38.1728,14.4,-.-,1.6,-.-,ATALAR-YESILYURT(MALATYA)"
"2023.12.05,14:58:59,39.4887,26.2000,5.2,-.-,1.6,-.-,KOYUNEVI-AYVACIK(CANAKKALE)"
"2023.12.05,14:40:44,37.9928,36.6895,8.2,-.-,1.7,-.-,KIZILOZ-GOKSUN(KAHRAMANMARAS)"
"2023.12.05,14:37:32,36.2702,36.3433,5.0,-.-,1.7,-.-,MELEKLI-(HATAY)"
"2023.12.05,14:34:49,38.6380,25.5335,5.9,-.-,2.0,-.-,EGE,DENIZI,Ýlksel"
"2023.12.05,14:13:32,40.4073,28.8863,8.5,-.-,1.9,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,14:04:40,40.3998,28.8837,10.3,-.-,1.6,-.-,MUDANYA(BURSA)"
"2023.12.05,13:55:45,40.0453,35.2062,5.0,-.-,1.8,-.-,YAYLALIK-SORGUN(YOZGAT)"
"2023.12.05,13:53:42,40.4647,28.8560,4.2,-.-,1.4,-.-,FISTIKLI-ARMUTLU(YALOVA)"
"2023.12.05,13:52:11,40.8065,34.6413,7.1,-.-,2.8,-.-,KAYI-OGUZLAR(CORUM)"
"2023.12.05,13:51:45,40.4713,28.7992,4.2,-.-,0.9,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,13:50:34,38.3277,38.1750,5.4,-.-,2.2,-.-,DURULDU-(MALATYA)"
"2023.12.05,13:42:31,40.0598,34.4462,5.3,-.-,1.5,-.-,BESKIZ-SUNGURLU(CORUM)"
"2023.12.05,13:28:50,40.3813,28.9158,12.0,-.-,1.4,-.-,MUDANYA(BURSA)"
"2023.12.05,13:24:44,40.4225,28.8533,14.0,-.-,1.3,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,13:24:34,39.6317,38.6028,5.0,-.-,1.9,-.-,LEVENTPINARI-ILIC(ERZINCAN)"
"2023.12.05,13:23:52,40.8042,34.4800,9.9,-.-,1.9,-.-,KUTLUOZU-ISKILIP(CORUM)"
"2023.12.05,13:16:28,38.5197,36.9878,5.0,-.-,2.3,-.-,BUYUKTATLI-AFSIN(KAHRAMANMARAS)"
"2023.12.05,13:08:22,40.7005,34.7928,8.2,-.-,2.0,-.-,CALYAYLA-(CORUM)"
"2023.12.05,13:00:45,40.8127,34.6325,4.8,-.-,3.5,3.5,KAYI-OGUZLAR(CORUM)"
"2023.12.05,12:49:47,40.8045,34.6312,1.0,-.-,3.3,3.4,KAYI-OGUZLAR(CORUM)"
"2023.12.05,12:29:20,37.2718,31.8938,5.0,-.-,1.7,-.-,MADENLI-SEYDISEHIR(KONYA)"
"2023.12.05,12:24:50,36.6005,26.6120,26.1,-.-,2.5,-.-,AKDENIZ,Ýlksel"
"2023.12.05,12:05:23,38.4382,36.5728,5.0,-.-,1.6,-.-,CAGSAK-SARIZ(KAYSERI)"
"2023.12.05,11:31:23,40.7347,27.4465,8.6,-.-,1.5,-.-,GUZELKOY,ACIKLARI-TEKIRDAG(MARMARA,DENIZI)"
"2023.12.05,11:27:05,38.0458,34.6308,5.0,-.-,1.6,-.-,KIRKPINAR-(NIGDE)"
"2023.12.05,11:11:13,40.6520,27.3852,5.0,-.-,1.7,-.-,MUREFTE,ACIKLARI-TEKIRDAG(MARMARA,DENIZI)"
"2023.12.05,11:01:22,38.0692,37.5478,13.1,-.-,1.6,-.-,TATLAR-NURHAK(KAHRAMANMARAS)"
"2023.12.05,10:44:05,40.4638,28.8637,8.4,-.-,1.5,-.-,FISTIKLI-ARMUTLU(YALOVA)"
"2023.12.05,10:35:45,38.9172,26.0263,5.0,-.-,2.4,-.-,MIDILLI,ADASI,GUNEYI(EGE,DENIZI)"
"2023.12.05,10:33:04,38.1258,36.6022,10.8,-.-,2.1,-.-,KANLIKAVAK-GOKSUN(KAHRAMANMARAS)"
"2023.12.05,10:27:18,40.7418,34.7503,9.6,-.-,2.0,-.-,ASARCAYI-OGUZLAR(CORUM)"
"2023.12.05,10:08:32,40.4257,28.9397,3.4,-.-,1.3,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,10:08:01,34.4065,24.8452,1.1,-.-,2.9,-.-,GIRIT,ADASI,ACIKLARI(AKDENIZ)"
"2023.12.05,09:57:19,38.4627,31.8350,5.0,-.-,2.0,-.-,GOLYAKA-ILGIN(KONYA)"
"2023.12.05,09:47:21,40.2043,31.8327,8.6,-.-,2.5,-.-,CAKILOBA-BEYPAZARI(ANKARA)"
"2023.12.05,09:35:02,39.1293,27.5932,0.0,-.-,2.0,-.-,ADIL-SOMA(MANISA)"
"2023.12.05,09:32:08,37.1845,36.6938,4.2,-.-,2.1,-.-,OLUCAK-NURDAGI(GAZIANTEP)"
"2023.12.05,09:29:02,38.1037,36.5110,5.1,-.-,2.0,-.-,ALICLIBUCAK-GOKSUN(KAHRAMANMARAS)"
"2023.12.05,09:03:03,40.4593,28.7480,13.1,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,08:58:24,38.4253,37.4113,18.5,-.-,1.4,-.-,GAZIKOY-DARENDE(MALATYA)"
"2023.12.05,08:57:27,40.4765,28.8982,5.0,-.-,1.7,-.-,FISTIKLI-ARMUTLU(YALOVA)"
"2023.12.05,08:39:03,38.8172,26.8243,5.0,-.-,1.3,-.-,CANDARLI,KORFEZI(EGE,DENIZI)"
"2023.12.05,07:37:34,40.3868,28.9273,10.8,-.-,1.6,-.-,MUDANYA(BURSA)"
"2023.12.05,07:36:04,35.8332,31.1672,7.4,-.-,1.8,-.-,AKDENIZ,Ýlksel"
"2023.12.05,07:08:36,37.4115,37.1227,7.7,-.-,1.9,-.-,DENIZLI-PAZARCIK(KAHRAMANMARAS)"
"2023.12.05,07:06:57,37.9203,37.4925,10.7,-.-,1.8,-.-,NURHAK(KAHRAMANMARAS)"
"2023.12.05,07:02:16,40.4435,28.9218,5.0,-.-,1.5,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,07:00:13,40.4687,28.8357,10.1,-.-,1.5,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,06:39:19,40.3582,28.8345,12.0,-.-,0.9,-.-,CEPNI-MUDANYA(BURSA)"
"2023.12.05,06:21:17,40.4125,28.8895,9.0,-.-,1.1,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,06:02:25,38.8925,26.1307,9.9,-.-,3.0,3.0,MIDILLI,ADASI,GUNEYI(EGE,DENIZI)"
"2023.12.05,05:56:16,40.4747,28.8630,2.7,-.-,1.5,-.-,FISTIKLI-ARMUTLU(YALOVA)"
"2023.12.05,05:21:14,40.4088,28.8732,11.6,-.-,1.5,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,05:18:31,40.3667,28.8312,12.8,-.-,1.4,-.-,KUMYAKA-MUDANYA(BURSA)"
"2023.12.05,03:54:02,37.0137,36.3825,4.6,-.-,1.5,-.-,YARPUZ-(OSMANIYE)"
"2023.12.05,03:50:26,40.4613,28.8398,2.9,-.-,1.4,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,03:38:38,40.4058,28.8528,9.7,-.-,1.9,-.-,KUMYAKA-MUDANYA(BURSA)"
"2023.12.05,03:32:07,40.3908,28.8603,11.3,-.-,1.4,-.-,MUDANYA(BURSA)"
"2023.12.05,03:11:50,40.4383,28.7547,4.2,-.-,1.4,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,03:01:48,37.6803,35.4248,6.9,-.-,2.0,-.-,KUP-ALADAG(ADANA)"
"2023.12.05,02:53:11,39.1237,27.1697,15.1,-.-,1.4,-.-,BERGAMA(IZMIR)"
"2023.12.05,02:21:47,40.8443,27.7467,5.3,-.-,1.6,-.-,MARMARA,DENIZI,Ýlksel"
"2023.12.05,02:19:51,40.7068,27.5017,4.4,-.-,1.7,-.-,GUZELKOY,ACIKLARI-TEKIRDAG(MARMARA,DENIZI)"
"2023.12.05,02:04:42,38.1810,38.5733,5.7,-.-,1.7,-.-,ULUKOY-(MALATYA)"
"2023.12.05,02:04:39,40.3833,28.8142,14.0,-.-,1.6,-.-,KUMYAKA-MUDANYA(BURSA)"
"2023.12.05,02:03:29,35.0145,26.4552,8.0,-.-,3.7,3.8,GIRIT,ADASI,ACIKLARI(AKDENIZ)"
"2023.12.05,01:56:49,38.8042,26.6493,8.1,-.-,2.5,-.-,CANDARLI,KORFEZI(EGE,DENIZI)"
"2023.12.05,01:52:30,40.4265,28.8625,11.9,-.-,2.0,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,01:45:54,38.2412,37.6828,14.6,-.-,1.3,-.-,HARUNUSAGI-AKCADAG(MALATYA)"
"2023.12.05,01:34:19,40.3858,28.8665,11.6,-.-,1.3,-.-,MUDANYA(BURSA)"
"2023.12.05,01:32:23,40.3983,28.8362,12.8,-.-,1.8,-.-,KUMYAKA-MUDANYA(BURSA)"
"2023.12.05,01:27:22,37.0197,28.3277,12.4,-.-,1.4,-.-,GOKCE-ULA(MUGLA)"
"2023.12.05,01:24:36,40.4115,28.8722,10.0,-.-,1.5,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,01:13:12,40.8113,34.6485,8.5,-.-,2.3,-.-,KAYI-OGUZLAR(CORUM)"
"2023.12.05,01:06:30,40.8325,34.6638,7.8,-.-,3.4,3.3,DERINOZ-OGUZLAR(CORUM)"
"2023.12.05,00:39:53,40.1238,33.2655,9.0,-.-,1.5,-.-,KOZAYAGI-AKYURT(ANKARA)"
"2023.12.05,00:36:17,36.3685,36.3427,11.2,-.-,1.4,-.-,AKTAS-KUMLU(HATAY)"
"2023.12.05,00:24:27,38.8472,27.8073,9.4,-.-,1.3,-.-,RAHMIYE-AKHISAR(MANISA)"
"2023.12.05,00:11:32,37.9045,36.2335,5.5,-.-,1.4,-.-,AKSAAGAC-SAIMBEYLI(ADANA)"
"2023.12.05,00:09:43,40.4127,28.8590,10.0,-.-,1.4,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.05,00:07:35,40.3757,28.8835,12.4,-.-,1.6,-.-,MUDANYA(BURSA)"
"2023.12.05,00:07:07,38.4245,37.5047,8.6,-.-,1.1,-.-,SUGUL-DARENDE(MALATYA)"
"2023.12.05,00:00:08,40.4190,28.8078,16.4,-.-,1.6,-.-,ZEYTINBAGI-MUDANYA(BURSA)"
"2023.12.04,23:24:15,37.0853,29.1468,2.6,-.-,1.5,-.-,SUCATI-ACIPAYAM(DENIZLI)"
"2023.12.04,23:09:18,38.0962,38.4245,5.4,-.-,1.7,-.-,KARAGOL-CELIKHAN(ADIYAMAN)"
"2023.12.04,22:49:47,38.0650,37.2407,8.3,-.-,2.4,-.-,GUMUSDOVEN-ELBISTAN(KAHRAMANMARAS)"
"2023.12.04,22:42:10,40.3793,28.9860,5.0,-.-,1.2,-.-,ALTINTAS-MUDANYA(BURSA)"
"2023.12.04,22:38:41,40.4188,28.8175,10.7,-.-,2.4,-.-,ZEYTINBAGI-MUDANYA(BURSA)"
"2023.12.04,22:35:17,37.4702,35.3948,7.8,-.-,1.5,-.-,CERITLER-ALADAG(ADANA)"
"2023.12.04,22:25:06,38.0457,36.8335,8.4,-.-,1.7,-.-,CARDAK-GOKSUN(KAHRAMANMARAS)"
"2023.12.04,21:52:27,40.4597,28.8335,1.0,-.-,1.1,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,21:52:07,40.3275,28.9722,5.0,-.-,1.6,-.-,GOYNUKLU-MUDANYA(BURSA)"
"2023.12.04,21:48:52,40.4407,28.8272,10.6,-.-,1.8,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,21:45:39,37.0412,29.0590,4.2,-.-,1.6,-.-,KARACAM-KOYCEGIZ(MUGLA)"
"2023.12.04,21:43:05,37.8432,36.1847,5.1,-.-,1.3,-.-,KARAKUYU-SAIMBEYLI(ADANA)"
"2023.12.04,21:34:51,38.2427,38.1363,5.1,-.-,2.4,-.-,GORGU-YESILYURT(MALATYA)"
"2023.12.04,21:27:53,40.4687,28.8970,3.6,-.-,1.8,-.-,FISTIKLI-ARMUTLU(YALOVA)"
"2023.12.04,21:25:33,40.3725,28.8357,13.8,-.-,1.6,-.-,KUMYAKA-MUDANYA(BURSA)"
"2023.12.04,21:04:10,37.6883,28.9623,7.6,-.-,1.7,-.-,VAKIF-TAVAS(DENIZLI)"
"2023.12.04,20:41:57,38.0568,37.5968,23.5,-.-,1.5,-.-,GOVDELI-DOGANSEHIR(MALATYA)"
"2023.12.04,20:37:01,40.2162,31.8128,2.0,-.-,1.8,-.-,KAPLAN-BEYPAZARI(ANKARA)"
"2023.12.04,20:30:48,40.4327,28.8938,10.6,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
