"Tarih,Saat,Enlem(N),Boylam(E),Derinlik(km),MD,ML,Mw,Yer"
"2023.12.19,11:27:05,37.8678,29.3767,5.0,-.-,2.0,-.-,KARAPINAR-CAL(DENIZLI)"
"2023.12.19,11:24:02,39.4803,33.2010,18.7,-.-,0.8,-.-,SIRAPINAR-BALA(ANKARA)"
"2023.12.19,11:15:35,40.4807,29.2910,0.0,-.-,1.1,-.-,ORHANGAZI(BURSA)"
"2023.12.19,10:39:06,38.1215,37.4428,4.0,-.-,1.7,-.-,SUNNETKOY-ELBISTAN(KAHRAMANMARAS)"
"2023.12.19,10:36:50,40.7355,29.0648,5.0,-.-,2.4,-.-,CINARCIK,ACIKLARI-YALOVA(MARMARA,DENIZI)"
"2023.12.19,09:43:20,38.4385,44.4432,5.0,-.-,2.5,-.-,TURKIYE-IRAN,SINIR,BOLGESI,Ýlksel"
"2023.12.19,09:20:32,38.7108,33.6852,5.0,-.-,1.5,-.-,CALOREN-SEREFLIKOCHISAR(ANKARA)"
"2023.12.19,06:22:03,37.3830,36.4375,14.8,-.-,1.3,-.-,SUMAKLI-ANDIRIN(KAHRAMANMARAS)"
"2023.12.19,05:56:50,40.2045,31.7738,8.6,-.-,1.3,-.-,HIRKATEPE-BEYPAZARI(ANKARA)"
"2023.12.19,05:52:08,38.6260,37.6845,3.2,-.-,1.2,-.-,AKBABA-DARENDE(MALATYA)"
"2023.12.19,05:13:39,37.9813,28.8678,5.0,-.-,1.3,-.-,KARATAS-SARAYKOY(DENIZLI)"
"2023.12.19,05:08:28,38.4605,39.0660,11.8,-.-,2.1,-.-,OKSUZUSAGI-(ELAZIG)"
"2023.12.19,05:04:16,40.7353,29.1095,6.9,-.-,1.1,-.-,CINARCIK(YALOVA)"
"2023.12.19,05:01:52,38.2862,27.4740,7.4,-.-,1.3,-.-,KARAKIZLAR-TORBALI(IZMIR)"
"2023.12.19,04:49:56,39.2755,33.1652,5.6,-.-,1.3,-.-,KOSKER-KULU(KONYA)"
"2023.12.19,04:31:20,38.5065,38.0158,5.0,-.-,1.9,-.-,KEKLIKPINARI-AKCADAG(MALATYA)"
"2023.12.19,03:24:45,38.1722,38.5412,5.0,-.-,2.1,-.-,ULUKOY-(MALATYA)"
"2023.12.19,03:15:55,38.1945,38.1587,10.3,-.-,1.2,-.-,ATALAR-YESILYURT(MALATYA)"
"2023.12.19,02:34:44,38.2213,38.4725,9.1,-.-,2.3,-.-,GULUMUSAGI-(MALATYA)"
"2023.12.19,01:53:02,38.0205,37.5207,5.7,-.-,1.7,-.-,TATLAR-NURHAK(KAHRAMANMARAS)"
"2023.12.19,01:27:56,38.1220,38.4175,4.6,-.-,1.7,-.-,KARAGOL-CELIKHAN(ADIYAMAN)"
"2023.12.19,01:15:40,38.1280,36.6338,5.4,-.-,1.1,-.-,YENIYAPAN-GOKSUN(KAHRAMANMARAS)"
"2023.12.19,00:43:52,36.6120,36.3632,7.8,-.-,1.7,-.-,ALIBEYCAGILI-KIRIKHAN(HATAY)"
"2023.12.19,00:31:44,37.3332,37.0405,4.0,-.-,1.5,-.-,EMIROGLU-PAZARCIK(KAHRAMANMARAS)"
"2023.12.19,00:28:46,37.2990,37.0175,5.7,-.-,1.8,-.-,CENNETPINARI-PAZARCIK(KAHRAMANMARAS)"
"2023.12.19,00:27:50,39.9828,39.3477,5.4,-.-,2.7,-.-,CIMENLI-KELKIT(GUMUSHANE)"
"2023.12.18,23:28:19,39.9773,39.2808,1.8,-.-,3.4,3.4,CEMALLI-KELKIT(GUMUSHANE)"
"2023.12.18,23:23:12,39.9630,39.3008,5.0,-.-,4.0,4.0,CEMALLI-KELKIT(GUMUSHANE)"
"2023.12.18,22:21:00,35.6647,29.4823,44.1,-.-,2.5,-.-,AKDENIZ,Ýlksel"
"2023.12.18,22:18:37,38.4782,36.5253,7.1,-.-,1.5,-.-,SARIZ(KAYSERI)"
"2023.12.18,21:26:38,40.4132,28.8287,9.8,-.-,1.9,-.-,KUMYAKA-MUDANYA(BURSA)"
"2023.12.18,21:09:18,38.4230,44.3153,5.0,-.-,3.7,3.8,KOCBASI-SARAY(VAN)"
"2023.12.18,20:51:38,37.4465,37.1495,4.5,-.-,2.2,-.-,ESKINARLI-PAZARCIK(KAHRAMANMARAS)"
"2023.12.18,20:38:50,37.2815,37.1108,5.0,-.-,2.1,-.-,COCELLI-PAZARCIK(KAHRAMANMARAS)"
"2023.12.18,20:32:48,36.6435,28.9185,20.3,-.-,1.7,-.-,FETHIYE,KORFEZI(AKDENIZ)"
"2023.12.18,18:35:55,37.8535,36.5843,6.4,-.-,1.8,-.-,CEVREPINAR-(KAHRAMANMARAS)"
"2023.12.18,18:12:24,39.0058,30.2100,5.2,-.-,1.9,-.-,BESKARIS-ALTINTAS(KUTAHYA)"
"2023.12.18,17:02:52,34.4887,24.7153,1.5,-.-,2.5,-.-,GIRIT,ADASI,ACIKLARI(AKDENIZ)"
"2023.12.18,16:40:25,37.3407,37.0603,6.2,-.-,2.2,-.-,EMIROGLU-PAZARCIK(KAHRAMANMARAS)"
"2023.12.18,16:24:21,37.8420,29.5123,26.2,-.-,1.1,-.-,BASCESME-BOZKURT(DENIZLI)"
"2023.12.18,15:50:43,40.2178,31.7763,5.0,-.-,2.1,-.-,KOZAGAC-BEYPAZARI(ANKARA)"
"2023.12.18,15:32:27,37.8168,37.4062,7.0,-.-,1.7,-.-,DUZBAG-CAGLAYANCERIT(KAHRAMANMARAS)"
"2023.12.18,15:32:23,39.6150,40.1238,24.2,-.-,2.4,-.-,BALYAYLA-TERCAN(ERZINCAN)"
"2023.12.18,15:17:11,37.7125,36.3475,5.0,-.-,1.6,-.-,AKIFIYE-ANDIRIN(KAHRAMANMARAS)"
"2023.12.18,15:05:09,38.1445,38.4232,5.2,-.-,2.3,-.-,SALKONAK-YESILYURT(MALATYA)"
"2023.12.18,14:13:16,38.5720,40.8135,5.6,-.-,2.1,-.-,GULDIKEN-LICE(DIYARBAKIR)"
"2023.12.18,14:09:08,39.1132,36.1202,5.3,-.-,1.6,-.-,KUMEOREN-GEMEREK(SIVAS)"
"2023.12.18,13:35:40,40.2293,31.8317,2.6,-.-,2.0,-.-,SARIAGIL-BEYPAZARI(ANKARA)"
"2023.12.18,13:31:56,40.7440,29.0453,7.2,-.-,1.8,-.-,CINARCIK,ACIKLARI-YALOVA(MARMARA,DENIZI)"
"2023.12.18,12:57:53,39.1828,29.2442,0.0,-.-,2.0,-.-,HALIFELER-HISARCIK(KUTAHYA)"
"2023.12.18,12:30:34,40.5012,29.2700,0.0,-.-,1.4,-.-,FINDIKLI-ORHANGAZI(BURSA)"
"2023.12.18,12:13:35,37.8515,36.6332,11.5,-.-,2.0,-.-,DONGEL-(KAHRAMANMARAS)"
"2023.12.18,11:58:41,37.4272,40.3452,7.0,-.-,1.5,-.-,GUMUSPINAR-MAZIDAGI(MARDIN)"
"2023.12.18,11:53:42,36.7180,28.9508,28.3,-.-,2.0,-.-,FETHIYE,KORFEZI(AKDENIZ)"
"2023.12.18,11:50:36,40.7390,29.1100,14.7,-.-,1.6,-.-,CINARCIK(YALOVA)"
"2023.12.18,11:30:22,38.9608,37.2340,6.9,-.-,2.0,-.-,BOGRUDELIK-GURUN(SIVAS)"
"2023.12.18,11:20:22,40.4397,28.8715,7.9,-.-,1.1,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.18,11:18:26,40.4398,28.7167,13.6,-.-,1.6,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.18,11:16:58,38.1792,32.6082,0.0,-.-,1.2,-.-,GUVENC-SELCUKLU(KONYA)"
"2023.12.18,10:54:42,38.5088,39.3465,17.9,-.-,1.6,-.-,GUNEYKOY-SIVRICE(ELAZIG)"
"2023.12.18,10:48:20,37.8903,36.1450,5.0,-.-,2.2,-.-,EYUPLU-SAIMBEYLI(ADANA)"
"2023.12.18,10:25:40,40.5083,29.1887,8.2,-.-,2.1,-.-,SAHINYURDU-GEMLIK(BURSA)"
"2023.12.18,10:06:17,38.0398,30.6973,22.6,-.-,1.6,-.-,KAPICAK-ATABEY(ISPARTA)"
"2023.12.18,09:47:32,37.9703,36.8395,5.4,-.-,1.7,-.-,HACIBUDAK-(KAHRAMANMARAS)"
"2023.12.18,09:42:50,38.0287,38.1315,5.0,-.-,2.1,-.-,PINARBASI-CELIKHAN(ADIYAMAN)"
"2023.12.18,09:37:41,38.0858,38.4775,13.8,-.-,1.6,-.-,KARAKOSE-SINCIK(ADIYAMAN)"
"2023.12.18,09:19:34,38.2597,38.2753,16.9,-.-,1.4,-.-,GUNDUZBEY-YESILYURT(MALATYA)"
"2023.12.18,09:16:47,40.7740,31.0477,5.1,-.-,1.5,-.-,HAMAMUSTU-GOLYAKA(DUZCE)"
"2023.12.18,09:07:25,38.2287,38.3062,5.0,-.-,3.1,3.3,KOZLUK-YESILYURT(MALATYA)"
"2023.12.18,09:01:18,38.4947,37.5815,4.9,-.-,2.0,-.-,AKCATOPRAK-DARENDE(MALATYA)"
"2023.12.18,08:29:01,40.4462,28.8052,5.1,-.-,2.3,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.18,07:08:59,40.5885,35.4358,2.3,-.-,1.7,-.-,FIGANI-MECITOZU(CORUM)"
"2023.12.18,06:46:49,38.3553,37.3990,8.8,-.-,1.4,-.-,YALINTAS-ELBISTAN(KAHRAMANMARAS)"
"2023.12.18,06:31:49,38.2733,25.9345,5.0,-.-,2.1,-.-,SAKIZ,ADASI(EGE,DENIZI)"
"2023.12.18,06:29:22,39.9442,39.3752,5.0,-.-,2.1,-.-,AYDOGDU-KELKIT(GUMUSHANE)"
"2023.12.18,06:03:41,39.3068,40.2060,5.0,-.-,2.6,-.-,SABIRTASI-KIGI(BINGOL)"
"2023.12.18,05:00:02,37.2157,36.6778,2.2,-.-,1.4,-.-,KAMAN-BAHCE(OSMANIYE)"
"2023.12.18,04:51:55,40.7423,29.0785,6.3,-.-,2.0,-.-,CINARCIK,ACIKLARI-YALOVA(MARMARA,DENIZI)"
"2023.12.18,04:13:12,37.8182,36.1347,5.0,-.-,2.0,-.-,AYVACIK-SAIMBEYLI(ADANA)"
"2023.12.18,04:02:13,39.9270,39.3307,5.0,-.-,2.5,-.-,YESILYURT-KELKIT(GUMUSHANE)"
"2023.12.18,03:45:58,38.1072,36.6912,5.0,-.-,2.3,-.-,KARAOMER-GOKSUN(KAHRAMANMARAS)"
"2023.12.18,03:36:52,40.7467,29.0757,4.5,-.-,2.1,-.-,CINARCIK,ACIKLARI-YALOVA(MARMARA,DENIZI)"
"2023.12.18,03:36:03,39.9223,39.3782,5.3,-.-,1.8,-.-,KOMUR-KELKIT(GUMUSHANE)"
"2023.12.18,03:32:30,40.7412,29.0995,5.6,-.-,2.6,-.-,CINARCIK(YALOVA)"
"2023.12.18,03:29:18,39.9285,39.3733,16.9,-.-,1.8,-.-,AYDOGDU-KELKIT(GUMUSHANE)"
"2023.12.18,03:26:49,38.5482,38.0158,3.6,-.-,1.8,-.-,CIVRIL-YAZIHAN(MALATYA)"
"2023.12.18,03:16:53,38.0778,42.5853,5.0,-.-,2.5,-.-,OGLAKLI-HIZAN(BITLIS)"
"2023.12.18,02:34:33,39.8707,39.4387,7.3,-.-,1.6,-.-,AKDAG-KELKIT(GUMUSHANE)"
"2023.12.18,02:27:06,39.9512,39.3263,5.0,-.-,2.7,-.-,YESILYURT-KELKIT(GUMUSHANE)"
"2023.12.18,02:22:23,39.9190,39.3248,5.0,-.-,2.3,-.-,YESILYURT-KELKIT(GUMUSHANE)"
"2023.12.18,02:15:48,40.7340,29.0860,6.8,-.-,1.8,-.-,CINARCIK,ACIKLARI-YALOVA(MARMARA,DENIZI)"
"2023.12.18,01:57:02,37.1398,27.9763,5.3,-.-,1.5,-.-,YOGUNOLUK-MILAS(MUGLA)"
"2023.12.18,01:47:55,39.9335,39.3382,5.0,-.-,2.0,-.-,YESILYURT-KELKIT(GUMUSHANE)"
"2023.12.18,01:42:18,40.7638,29.1017,4.9,-.-,1.8,-.-,CINARCIK,ACIKLARI-YALOVA(MARMARA,DENIZI)"
"2023.12.18,01:34:00,39.9227,39.3867,7.8,-.-,1.8,-.-,KOMUR-KELKIT(GUMUSHANE)"
"2023.12.18,01:30:05,39.9273,39.3358,4.6,-.-,1.9,-.-,YESILYURT-KELKIT(GUMUSHANE)"
"2023.12.18,01:25:24,39.9792,39.3627,29.3,-.-,1.6,-.-,CIMENLI-KELKIT(GUMUSHANE)"
"2023.12.18,01:22:47,39.8633,39.2875,5.0,-.-,1.6,-.-,AGILOZU-(ERZINCAN)"
"2023.12.18,01:22:00,39.9520,39.3453,5.0,-.-,2.5,-.-,YESILYURT-KELKIT(GUMUSHANE)"
"2023.12.18,01:20:21,40.0003,39.3220,5.0,-.-,2.3,-.-,CIMENLI-KELKIT(GUMUSHANE)"
"2023.12.18,01:15:49,39.9287,39.3297,5.0,-.-,4.3,-.-,YESILYURT-KELKIT(GUMUSHANE)"
"2023.12.18,01:07:59,39.9447,39.3278,5.0,-.-,2.3,-.-,YESILYURT-KELKIT(GUMUSHANE)"
"2023.12.18,01:03:19,39.9263,39.3348,5.0,-.-,2.5,-.-,YESILYURT-KELKIT(GUMUSHANE)"
"2023.12.18,00:54:58,37.7675,26.8967,5.0,-.-,2.0,-.-,SISAM,ADASI(EGE,DENIZI)"
"2023.12.18,00:50:45,40.7418,31.4868,5.0,-.-,2.4,-.-,YUMRUKAYA-(BOLU)"
"2023.12.18,00:24:38,40.7463,29.0753,11.1,-.-,2.6,-.-,CINARCIK,ACIKLARI-YALOVA(MARMARA,DENIZI)"
"2023.12.18,00:23:26,37.7072,27.0225,6.9,-.-,1.8,-.-,SISAM,ADASI(EGE,DENIZI)"
"2023.12.18,00:02:06,40.7328,29.0573,8.0,-.-,1.5,-.-,CINARCIK,ACIKLARI-YALOVA(MARMARA,DENIZI)"
"2023.12.17,23:57:22,40.7372,29.0712,9.3,-.-,1.9,-.-,CINARCIK,ACIKLARI-YALOVA(MARMARA,DENIZI)"
"2023.12.17,23:53:52,40.7385,29.0825,11.7,-.-,4.1,4.0,CINARCIK,ACIKLARI-YALOVA(MARMARA,DENIZI)"
"2023.12.17,21:31:44,37.9335,41.3358,5.0,-.-,2.6,-.-,YOLKONAK-BESIRI(BATMAN)"
"2023.12.17,18:56:45,38.0868,37.6698,17.4,-.-,1.8,-.-,BEGRE-DOGANSEHIR(MALATYA)"
"2023.12.17,18:33:44,38.1940,36.0738,3.4,-.-,1.4,-.-,CATALCAM-TUFANBEYLI(ADANA)"
"2023.12.17,17:27:24,38.0808,36.5143,5.0,-.-,2.4,-.-,ALICLIBUCAK-GOKSUN(KAHRAMANMARAS)"
"2023.12.17,16:14:39,38.5165,40.4163,9.0,-.-,2.4,-.-,SENLIK-LICE(DIYARBAKIR)"
"2023.12.17,15:46:42,38.5658,44.0772,5.0,-.-,2.7,-.-,GOZDEGMEZ-OZALP(VAN)"
"2023.12.17,15:45:48,38.2248,38.4867,4.7,-.-,2.5,-.-,GULUMUSAGI-(MALATYA)"
"2023.12.17,15:12:02,38.4255,39.3217,5.0,-.-,1.5,-.-,SIVRICE(ELAZIG)"
"2023.12.17,15:09:29,38.5112,37.5128,4.0,-.-,1.7,-.-,GUDUL-DARENDE(MALATYA)"
"2023.12.17,15:03:11,38.5142,39.4298,5.1,-.-,2.3,-.-,GOLARDI-(ELAZIG)"
"2023.12.17,14:35:34,37.6813,35.3847,5.3,-.-,2.2,-.-,YETIMLI-ALADAG(ADANA)"
"2023.12.17,14:08:57,37.9550,36.2710,2.1,-.-,1.6,-.-,KAZANDERE-GOKSUN(KAHRAMANMARAS)"
"2023.12.17,13:33:28,37.9628,36.2210,5.2,-.-,2.0,-.-,KALEBOYNU-GOKSUN(KAHRAMANMARAS)"
"2023.12.17,12:23:24,38.0392,38.6600,1.6,-.-,3.0,-.-,SINCIK(ADIYAMAN)"
"2023.12.17,10:59:57,38.3555,38.7413,5.5,-.-,2.2,-.-,SARIOT-KALE(MALATYA)"
"2023.12.17,10:31:16,40.4190,28.7897,11.6,-.-,1.9,-.-,ZEYTINBAGI-MUDANYA(BURSA)"
"2023.12.17,09:38:28,38.2968,38.8018,11.5,-.-,2.0,-.-,BOLUKKAYA-PUTURGE(MALATYA)"
"2023.12.17,09:17:52,34.3363,25.5212,17.6,-.-,2.6,-.-,GIRIT,ADASI,ACIKLARI(AKDENIZ)"
"2023.12.17,09:05:53,38.8270,37.5303,4.1,-.-,1.5,-.-,BAGLICAY-GURUN(SIVAS)"
"2023.12.17,08:12:40,37.0892,36.9240,5.5,-.-,1.6,-.-,KUZOLUK-NURDAGI(GAZIANTEP)"
"2023.12.17,07:58:49,38.4905,37.9603,9.9,-.-,1.1,-.-,KADIIBRAHIM-AKCADAG(MALATYA)"
"2023.12.17,07:49:48,39.0627,40.4412,2.6,-.-,2.3,-.-,SUDUGUNU-(BINGOL)"
"2023.12.17,07:45:24,39.4265,40.4663,5.8,-.-,2.0,-.-,GUZGULU-YEDISU(BINGOL)"
"2023.12.17,07:23:23,40.2422,41.9813,12.0,-.-,1.5,-.-,KOYUNOREN-NARMAN(ERZURUM)"
"2023.12.17,07:06:51,37.3427,30.7785,11.0,-.-,1.8,-.-,COBANPINARI-BUCAK(BURDUR)"
"2023.12.17,06:58:33,38.8002,43.5507,15.3,-.-,1.5,-.-,DEGIRMENOZU-(VAN)"
"2023.12.17,06:54:41,36.9698,35.8058,1.1,-.-,2.0,-.-,KORKUYU-CEYHAN(ADANA)"
"2023.12.17,06:29:33,38.2050,38.0565,14.4,-.-,1.5,-.-,ISIKLI-YESILYURT(MALATYA)"
"2023.12.17,06:29:09,38.3670,38.8165,7.4,-.-,1.6,-.-,KOZLUK-KALE(MALATYA)"
"2023.12.17,06:11:29,37.1188,36.8138,12.3,-.-,1.1,-.-,DURMUSLAR-NURDAGI(GAZIANTEP)"
"2023.12.17,06:08:10,38.0995,37.6540,7.1,-.-,1.6,-.-,TAPKIRANKALE-ELBISTAN(KAHRAMANMARAS)"
"2023.12.17,05:50:36,38.2938,32.4078,7.3,-.-,1.3,-.-,SARAYONU(KONYA)"
"2023.12.17,05:14:52,38.4668,40.3100,9.0,-.-,2.0,-.-,CUKURKOY-HANI(DIYARBAKIR)"
"2023.12.17,05:10:38,37.0667,28.1793,25.6,-.-,0.7,-.-,KIRAN-(MUGLA)"
"2023.12.17,03:47:04,38.4495,37.7087,5.8,-.-,2.1,-.-,CINARKOY-DARENDE(MALATYA)"
"2023.12.17,03:20:01,37.4545,35.8342,17.6,-.-,0.8,-.-,KOZAN(ADANA)"
"2023.12.17,03:10:30,38.2700,38.7972,5.0,-.-,1.8,-.-,KARSIYAKA-PUTURGE(MALATYA)"
"2023.12.17,02:40:43,37.9448,36.2518,11.3,-.-,1.4,-.-,KALEBOYNU-GOKSUN(KAHRAMANMARAS)"
"2023.12.17,02:35:28,38.0683,30.9800,14.0,-.-,1.8,-.-,HACILAR-GELENDOST(ISPARTA)"
"2023.12.17,02:14:27,38.6648,37.6937,20.8,-.-,1.5,-.-,AKBABA-DARENDE(MALATYA)"
"2023.12.17,02:01:04,36.9688,27.7805,9.7,-.-,1.7,-.-,GOKOVA,KORFEZI(AKDENIZ)"
"2023.12.17,01:53:42,37.8205,36.3280,10.8,-.-,1.2,-.-,CIGSAR-ANDIRIN(KAHRAMANMARAS)"
"2023.12.17,01:47:22,35.6853,28.5725,9.0,-.-,3.0,3.1,AKDENIZ,Ýlksel"
"2023.12.17,01:41:33,37.9253,36.2662,7.6,-.-,1.9,-.-,HACIKODAL-GOKSUN(KAHRAMANMARAS)"
"2023.12.17,01:27:35,37.0623,29.0505,9.9,-.-,1.5,-.-,KARACAM-KOYCEGIZ(MUGLA)"
"2023.12.17,01:00:31,38.4253,37.4323,6.6,-.-,2.4,-.-,YAVUZLAR-DARENDE(MALATYA)"
"2023.12.17,00:01:14,38.3543,37.4405,5.0,-.-,2.0,-.-,YALINTAS-ELBISTAN(KAHRAMANMARAS)"
"2023.12.16,23:58:04,40.4247,28.7783,2.4,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.16,23:33:27,37.8452,26.8488,3.0,-.-,1.3,-.-,SISAM,ADASI(EGE,DENIZI)"
"2023.12.16,23:20:22,36.1562,35.9385,16.5,-.-,1.6,-.-,KAPISUYU-SAMANDAG(HATAY)"
"2023.12.16,22:42:30,37.8293,26.9197,14.5,-.-,1.5,-.-,KUSADASI,KORFEZI(EGE,DENIZI)"
"2023.12.16,22:30:44,40.4228,28.8222,9.8,-.-,2.3,-.-,ZEYTINBAGI-MUDANYA(BURSA)"
"2023.12.16,22:22:29,36.5333,28.8398,23.2,-.-,1.5,-.-,FETHIYE,KORFEZI(AKDENIZ)"
"2023.12.16,22:10:26,40.7842,29.1220,4.3,-.-,1.7,-.-,ADALAR(ISTANBUL)"
"2023.12.16,22:09:43,38.3915,37.6453,3.8,-.-,1.8,-.-,KOZLUCA-AKCADAG(MALATYA)"
"2023.12.16,21:41:59,36.8388,36.3983,7.9,-.-,1.8,-.-,KAPILI-DORTYOL(HATAY)"
"2023.12.16,21:36:15,35.8613,27.3332,7.8,-.-,2.1,-.-,AKDENIZ,Ýlksel"
"2023.12.16,21:30:20,38.9038,29.9795,5.0,-.-,1.0,-.-,AGAC-DUMLUPINAR(KUTAHYA)"
"2023.12.16,21:20:16,36.1003,28.1345,5.0,-.-,2.0,-.-,AKDENIZ,Ýlksel"
"2023.12.16,21:01:50,36.4805,28.8677,22.7,-.-,2.0,-.-,AKDENIZ,Ýlksel"
"2023.12.16,20:57:49,38.3445,28.4970,5.4,-.-,1.5,-.-,ALASEHIR(MANISA)"
"2023.12.16,20:33:43,36.4930,28.8713,24.9,-.-,4.0,4.0,OLUDENIZ,ACIKLARI-MUGLA(AKDENIZ)"
"2023.12.16,20:27:28,38.1403,38.4068,5.5,-.-,1.9,-.-,SALKONAK-YESILYURT(MALATYA)"
"2023.12.16,19:57:24,35.1955,23.4172,8.7,-.-,2.3,-.-,GIRIT,ADASI(AKDENIZ)"
"2023.12.16,19:48:24,39.2258,24.1848,14.9,-.-,2.3,-.-,YUNANISTAN,Ýlksel"
"2023.12.16,19:47:55,40.4500,27.7690,11.6,-.-,1.7,-.-,OCAKLAR-ERDEK(BALIKESIR)"
"2023.12.16,19:29:31,36.4698,29.1460,7.8,-.-,2.3,-.-,KARAAGAC-FETHIYE(MUGLA)"
"2023.12.16,19:23:18,38.1543,36.8800,6.0,-.-,2.8,-.-,ESENCE-AFSIN(KAHRAMANMARAS)"
"2023.12.16,18:06:57,36.0487,33.5610,2.9,-.-,2.0,-.-,AYDINCIK,ACIKLARI-MERSIN(AKDENIZ)"
"2023.12.16,16:44:52,40.8067,31.0377,4.6,-.-,1.7,-.-,KOPRUBASI,OMEREFENDI-(DUZCE)"
"2023.12.16,16:42:50,37.8490,36.2000,5.0,-.-,2.2,-.-,KARAKUYU-SAIMBEYLI(ADANA)"
"2023.12.16,16:25:35,38.0710,27.1607,1.6,-.-,1.4,-.-,ATAKOY-MENDERES(IZMIR)"
"2023.12.16,16:24:01,38.2433,27.3662,8.8,-.-,2.0,-.-,SAIPLER-TORBALI(IZMIR)"
"2023.12.16,16:21:59,38.2627,37.1237,5.2,-.-,1.8,-.-,KARAHUYUK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.16,16:21:45,39.3670,28.1722,5.4,-.-,2.2,-.-,KARGIN-BIGADIC(BALIKESIR)"
"2023.12.16,16:14:39,38.3682,37.2490,5.1,-.-,1.6,-.-,GOKCEK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.16,15:23:12,38.8543,37.4760,5.0,-.-,2.1,-.-,ESKIHAMAL-GURUN(SIVAS)"
"2023.12.16,14:10:29,40.4450,28.8590,5.2,-.-,2.2,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.16,13:08:00,40.4352,28.8523,5.0,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.16,12:53:48,39.1742,29.1858,11.4,-.-,1.1,-.-,ULASLAR-HISARCIK(KUTAHYA)"
"2023.12.16,12:38:15,37.6408,35.3600,14.0,-.-,1.5,-.-,YETIMLI-ALADAG(ADANA)"
"2023.12.16,12:15:49,39.6932,29.3823,9.0,-.-,1.9,-.-,KARAKAYA-TAVSANLI(KUTAHYA)"
"2023.12.16,12:07:50,38.4467,37.9388,6.0,-.-,1.8,-.-,ALICERI-AKCADAG(MALATYA)"
"2023.12.16,12:03:59,40.4513,28.8353,5.0,-.-,2.0,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.16,11:46:33,36.2495,33.7497,5.3,-.-,1.1,-.-,AKDERE-SILIFKE(MERSIN)"
"2023.12.16,10:51:50,37.9943,38.0730,5.0,-.-,2.2,-.-,KURUCAOVA-DOGANSEHIR(MALATYA)"
"2023.12.16,10:49:52,38.5400,25.9857,7.0,-.-,2.4,-.-,SAKIZ,ADASI(EGE,DENIZI)"
"2023.12.16,09:21:51,36.2902,34.0667,4.2,-.-,2.1,-.-,ARKUM-SILIFKE(MERSIN)"
"2023.12.16,08:16:58,38.0362,36.5485,5.5,-.-,1.6,-.-,YANTEPE-GOKSUN(KAHRAMANMARAS)"
"2023.12.16,08:13:53,40.4247,28.8172,7.3,-.-,2.0,-.-,ZEYTINBAGI-MUDANYA(BURSA)"
"2023.12.16,08:09:24,38.0945,41.2762,5.0,-.-,2.4,-.-,ORTACAY-KOZLUK(BATMAN)"
"2023.12.16,07:58:43,40.7768,31.3357,20.3,-.-,1.9,-.-,DARIYERIHASANBEY-KAYNASLI(DUZCE)"
"2023.12.16,07:22:06,38.9838,23.3205,10.3,-.-,2.7,-.-,YUNANISTAN,Ýlksel"
"2023.12.16,07:11:37,38.0197,37.7053,9.0,-.-,1.3,-.-,KUCUKLU-DOGANSEHIR(MALATYA)"
"2023.12.16,06:48:40,39.0213,23.5192,10.4,-.-,2.2,-.-,YUNANISTAN,Ýlksel"
"2023.12.16,06:46:14,38.6710,37.4295,3.9,-.-,1.1,-.-,YAZIKOY-DARENDE(MALATYA)"
"2023.12.16,06:24:33,39.0333,23.4507,6.5,-.-,2.4,-.-,YUNANISTAN,Ýlksel"
"2023.12.16,06:14:36,38.0898,37.6452,2.4,-.-,2.5,-.-,TAPKIRANKALE-ELBISTAN(KAHRAMANMARAS)"
"2023.12.16,06:04:06,38.0578,36.5962,1.5,-.-,2.0,-.-,HACIOMER-GOKSUN(KAHRAMANMARAS)"
"2023.12.16,06:03:28,37.3582,37.1587,19.9,-.-,1.3,-.-,KADINCIK-PAZARCIK(KAHRAMANMARAS)"
"2023.12.16,05:33:17,38.0412,37.6017,5.0,-.-,1.3,-.-,GOVDELI-DOGANSEHIR(MALATYA)"
"2023.12.16,05:31:03,37.7260,37.9002,12.2,-.-,1.5,-.-,KIZILHISAR-BESNI(ADIYAMAN)"
"2023.12.16,05:28:23,38.1262,37.0018,5.0,-.-,2.8,-.-,CALIS-ELBISTAN(KAHRAMANMARAS)"
"2023.12.16,04:40:12,39.1605,33.1217,5.7,-.-,1.2,-.-,YAZICAYIRI-KULU(KONYA)"
"2023.12.16,04:37:10,38.3863,37.3672,6.2,-.-,1.1,-.-,INCECIK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.16,04:30:02,38.1030,38.4478,2.6,-.-,1.6,-.-,KARAGOL-CELIKHAN(ADIYAMAN)"
"2023.12.16,03:58:33,38.4312,37.9990,8.9,-.-,1.3,-.-,YALINBUDAK-AKCADAG(MALATYA)"
