"Tarih,Saat,Enlem(N),Boylam(E),Derinlik(km),MD,ML,Mw,Yer"
"2023.12.16,03:39:36,38.2253,37.7177,5.0,-.-,1.3,-.-,HARUNUSAGI-AKCADAG(MALATYA)"
"2023.12.16,03:26:50,40.2163,29.3477,4.5,-.-,2.7,-.-,GOLBASI-KESTEL(BURSA)"
"2023.12.16,03:08:12,36.7262,36.0538,5.0,-.-,2.2,-.-,PAYAS-DORTYOL(HATAY)"
"2023.12.16,02:41:48,38.0458,36.6220,6.2,-.-,1.6,-.-,KALEKOY-GOKSUN(KAHRAMANMARAS)"
"2023.12.16,02:34:18,37.8157,36.2927,4.2,-.-,1.0,-.-,CIGSAR-ANDIRIN(KAHRAMANMARAS)"
"2023.12.16,02:22:05,37.9723,36.4853,6.2,-.-,1.4,-.-,GOLPINAR-GOKSUN(KAHRAMANMARAS)"
"2023.12.16,02:19:02,38.2087,37.3755,8.8,-.-,1.3,-.-,DEMIRCILIK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.16,02:16:02,38.1418,36.9898,7.6,-.-,1.5,-.-,YAZIDERE-AFSIN(KAHRAMANMARAS)"
"2023.12.16,02:14:17,35.9348,36.0335,9.2,-.-,1.5,-.-,EGERCI-YAYLADAGI(HATAY)"
"2023.12.16,01:58:57,38.3995,37.3760,2.2,-.-,2.3,-.-,INCECIK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.16,01:46:59,38.8222,24.5492,11.4,-.-,2.7,-.-,EGE,DENIZI,Ýlksel"
"2023.12.16,01:36:01,37.9027,36.4437,6.1,-.-,1.6,-.-,FINDIKLIKOYAK-GOKSUN(KAHRAMANMARAS)"
"2023.12.16,01:26:59,39.6383,40.7460,5.7,-.-,2.3,-.-,MURATCAYIRI-CAT(ERZURUM)"
"2023.12.16,01:25:38,38.1665,36.5502,15.1,-.-,0.9,-.-,KOMURKOY-GOKSUN(KAHRAMANMARAS)"
"2023.12.16,01:15:51,38.6918,43.1068,5.0,-.-,1.7,-.-,MOLLAKASIM-(VAN)"
"2023.12.16,01:12:48,38.1987,38.1322,7.1,-.-,1.6,-.-,OLUKLU-YESILYURT(MALATYA)"
"2023.12.16,00:53:52,38.0992,37.2198,6.4,-.-,1.7,-.-,AKPINAR-EKINOZU(KAHRAMANMARAS)"
"2023.12.16,00:36:45,41.1180,33.8782,5.0,-.-,2.8,-.-,YUKARIBERCIN-TOSYA(KASTAMONU)"
"2023.12.16,00:18:08,38.1292,38.3648,13.8,-.-,2.0,-.-,SALKONAK-YESILYURT(MALATYA)"
"2023.12.16,00:07:45,41.3890,43.9625,5.3,-.-,2.8,-.-,GURCISTAN,Ýlksel"
"2023.12.16,00:02:37,38.1648,38.2055,9.1,-.-,1.7,-.-,ATALAR-YESILYURT(MALATYA)"
"2023.12.15,23:48:53,35.9042,35.3445,13.6,-.-,1.4,-.-,AKDENIZ,Ýlksel"
"2023.12.15,23:26:46,38.6668,43.1290,26.6,-.-,1.5,-.-,MOLLAKASIM-(VAN)"
"2023.12.15,23:24:49,38.7068,43.0950,17.9,-.-,2.0,-.-,VAN,GOLU,Ýlksel"
"2023.12.15,23:24:47,37.9940,36.5013,5.4,-.-,1.9,-.-,KIRECKOY-GOKSUN(KAHRAMANMARAS)"
"2023.12.15,23:22:04,38.0280,37.7363,7.8,-.-,1.6,-.-,KUCUKLU-DOGANSEHIR(MALATYA)"
"2023.12.15,22:34:43,38.4040,37.5625,2.7,-.-,1.3,-.-,YUKARIULUPINAR-DARENDE(MALATYA)"
"2023.12.15,21:41:01,38.1175,38.5533,5.0,-.-,1.9,-.-,ARIKONAK-SINCIK(ADIYAMAN)"
"2023.12.15,21:22:28,39.8987,27.8185,0.0,-.-,2.1,-.-,YENIKAVAK-BALYA(BALIKESIR)"
"2023.12.15,20:29:43,39.6572,27.9478,11.9,-.-,1.7,-.-,KOSELER-(BALIKESIR)"
"2023.12.15,20:29:36,38.1497,38.5392,5.2,-.-,2.0,-.-,ULUKOY-(MALATYA)"
"2023.12.15,19:42:44,37.8818,26.9303,10.5,-.-,1.5,-.-,KUSADASI,KORFEZI(EGE,DENIZI)"
"2023.12.15,19:21:14,38.0748,36.7392,3.7,-.-,3.2,3.2,FINDIK-GOKSUN(KAHRAMANMARAS)"
"2023.12.15,18:04:00,39.3737,41.0695,6.3,-.-,1.7,-.-,TUZLUCA-KARLIOVA(BINGOL)"
"2023.12.15,17:54:38,37.7243,27.2642,26.2,-.-,1.4,-.-,DAVUTLAR-KUSADASI(AYDIN)"
"2023.12.15,17:40:50,38.4472,37.3385,15.4,-.-,1.7,-.-,GAZIKOY-DARENDE(MALATYA)"
"2023.12.15,17:18:37,38.5205,37.1605,5.0,-.-,1.9,-.-,KOSKKOY-ELBISTAN(KAHRAMANMARAS)"
"2023.12.15,17:04:06,33.6243,32.0883,77.3,-.-,3.3,3.3,AKDENIZ,Ýlksel"
"2023.12.15,16:36:29,36.1907,33.5522,0.0,-.-,1.3,-.-,BUYUKECELI-GULNAR(MERSIN)"
"2023.12.15,15:44:46,38.1952,36.9588,26.2,-.-,1.6,-.-,ERCENE-AFSIN(KAHRAMANMARAS)"
"2023.12.15,15:18:45,38.0413,37.1442,5.4,-.-,1.6,-.-,CIFTLIKKALE-EKINOZU(KAHRAMANMARAS)"
"2023.12.15,14:33:59,38.8447,37.4092,1.7,-.-,1.4,-.-,KULAHLI-GURUN(SIVAS)"
"2023.12.15,14:06:15,37.0343,34.8947,51.9,-.-,1.4,-.-,SAGLIKLI-TARSUS(MERSIN)"
"2023.12.15,13:44:44,38.1778,36.7635,5.0,-.-,1.6,-.-,YAZIKOY-AFSIN(KAHRAMANMARAS)"
"2023.12.15,13:43:55,36.6348,29.2877,5.0,-.-,1.7,-.-,ZORLAR-FETHIYE(MUGLA)"
"2023.12.15,13:43:46,40.4295,28.8555,10.5,-.-,2.4,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.15,13:28:25,37.1610,35.6577,6.9,-.-,3.1,3.1,SOYSALLI-CEYHAN(ADANA)"
"2023.12.15,13:15:32,36.1308,33.5583,0.0,-.-,1.0,-.-,BUYUKECELI-GULNAR(MERSIN)"
"2023.12.15,12:56:16,40.4428,29.2875,0.0,-.-,1.5,-.-,GEDELEK-ORHANGAZI(BURSA)"
"2023.12.15,12:44:49,40.7312,27.4670,9.8,-.-,1.9,-.-,GUZELKOY,ACIKLARI-TEKIRDAG(MARMARA,DENIZI)"
"2023.12.15,12:37:51,36.6622,28.2528,4.6,-.-,2.0,-.-,BOZBURUN,ACIKLARI-MUGLA(AKDENIZ)"
"2023.12.15,12:30:11,39.6807,27.9080,7.2,-.-,2.1,-.-,UCPINAR-(BALIKESIR)"
"2023.12.15,12:12:30,38.6133,39.4568,5.0,-.-,1.8,-.-,ELMAPINARI-(ELAZIG)"
"2023.12.15,12:09:40,38.3477,37.4205,2.2,-.-,2.4,-.-,BESTEPE-ELBISTAN(KAHRAMANMARAS)"
"2023.12.15,12:05:16,40.4142,28.8265,9.0,-.-,2.7,-.-,KUMYAKA-MUDANYA(BURSA)"
"2023.12.15,11:58:23,37.8940,36.1335,13.4,-.-,1.4,-.-,YARDIBI-SAIMBEYLI(ADANA)"
"2023.12.15,11:54:37,40.7475,35.9343,5.4,-.-,2.2,-.-,YIKILGAN-(AMASYA)"
"2023.12.15,11:51:59,37.4587,37.0242,5.0,-.-,1.0,-.-,KAPICAM-(KAHRAMANMARAS)"
"2023.12.15,11:45:09,36.2737,33.7848,0.0,-.-,1.1,-.-,IMAMUSAGI-SILIFKE(MERSIN)"
"2023.12.15,11:44:38,40.3878,28.6862,5.4,-.-,1.3,-.-,YALICIFTLIK-MUDANYA(BURSA)"
"2023.12.15,11:19:23,35.3088,23.0715,8.3,-.-,2.1,-.-,GIRIT,ADASI(AKDENIZ)"
"2023.12.15,11:04:50,37.7702,26.8225,19.5,-.-,1.7,-.-,SISAM,ADASI(EGE,DENIZI)"
"2023.12.15,10:36:10,37.8730,26.9730,3.7,-.-,2.2,-.-,KUSADASI,KORFEZI(EGE,DENIZI)"
"2023.12.15,10:12:38,36.3130,28.9055,11.2,-.-,1.6,-.-,OLUDENIZ,ACIKLARI-MUGLA(AKDENIZ)"
"2023.12.15,10:05:05,37.5328,37.2852,4.7,-.-,1.8,-.-,TETIRLIK-PAZARCIK(KAHRAMANMARAS)"
"2023.12.15,09:40:33,37.7692,36.5117,11.8,-.-,1.4,-.-,ALTINYAYLA-ANDIRIN(KAHRAMANMARAS)"
